ref_chrom	ref_start	ref_end	ref_contig	ref_length	mapped_chrom	mapped_start	mapped_end	mapped_length	is_mapped	is_mapped_correctly	is_correct_orientation	is_correct_order	mapping_quality
chr1	9600458	9633241	chr1_29	32783	chr1	9600458	9633241	32783	True	True	True	True	60
chr1	9633241	9644154	chr1_30	10913	chr1	9633241	9644154	10913	True	True	True	True	60
chr1	9644154	9657136	chr1_31	12982	chr1	9644154	9657136	12982	True	True	True	True	60
chr1	9657136	9676134	chr1_32	18998	chr1	9657136	9676134	18998	True	True	True	True	60
chr1	9676134	9703991	chr1_33	27857	chr1	9676134	9703991	27857	True	True	True	True	60
chr1	9703991	9714528	chr1_34	10537	chr1	9703991	9714528	10537	True	True	True	True	60
chr1	9714528	9727178	chr1_35	12650	chr1	9714528	9727178	12650	True	True	True	True	60
chr1	9727178	9751467	chr1_36	24289	chr1	9727178	9751467	24289	True	True	True	True	60
chr1	9751467	9764229	chr1_37	12762	chr1	9751467	9764229	12762	True	True	True	True	60
chr1	9764229	9777100	chr1_38	12871	chr1	9764229	9777100	12871	True	True	True	True	60
chr1	9777100	9792887	chr1_39	15787	chr1	9777100	9792887	15787	True	True	True	True	60
chr1	9792887	9817714	chr1_40	24827	chr1	9792887	9817714	24827	True	True	True	True	60
chr1	9817714	9827659	chr1_41	9945	chr1	9817714	9827659	9945	True	True	True	True	60
chr1	9827659	9841341	chr1_42	13682	chr1	9827659	9841341	13682	True	True	True	True	60
chr1	9841341	9870284	chr1_43	28943	chr1	9841341	9870284	28943	True	True	True	True	60
chr1	9870284	9893706	chr1_44	23422	chr1	9870284	9893706	23422	True	True	True	True	60
chr1	9893706	9909207	chr1_45	15501	chr1	9893706	9909207	15501	True	True	True	True	60
chr1	9909207	9919445	chr1_46	10238	chr1	9909207	9919445	10238	True	True	True	True	60
chr1	9919445	9935445	chr1_47	16000	chr1	9919445	9935445	16000	True	True	True	True	60
chr1	9935445	9946274	chr1_48	10829	chr1	9935445	9946274	10829	True	True	True	True	60
chr1	9946274	9965898	chr1_49	19624	chr1	9946274	9965898	19624	True	True	True	True	60
chr1	9965898	9980326	chr1_50	14428	chr1	9965898	9980326	14428	True	True	True	True	60
chr1	9980326	9993380	chr1_51	13054	chr1	9980326	9993380	13054	True	True	True	True	60
chr1	9993380	10022959	chr1_52	29579	chr1	9993380	10022959	29579	True	True	True	True	60
chr1	10022959	10048377	chr1_53	25418	chr1	10022959	10048377	25418	True	True	True	True	60
chr1	10048377	15511765	chr1_54	5463388	chr1	10048377	15511765	5463388	True	True	True	True	60
chr1	15511765	15523564	chr1_55	11799	chr1	15511765	15523564	11799	True	True	True	True	60
chr1	15523564	15541493	chr1_56	17929	chr1	15523564	15541493	17929	True	True	True	True	60
chr1	15541493	15554111	chr1_57	12618	chr1	15541493	15554111	12618	True	True	True	True	60
chr1	15554111	15574057	chr1_58	19946	chr1	15554111	15574057	19946	True	True	True	True	60
chr1	15574057	15599842	chr1_59	25785	chr1	15574057	15599842	25785	True	True	True	True	60
chr1	15599842	15618757	chr1_60	18915	chr1	15599842	15618757	18915	True	True	True	True	60
chr1	15618757	15631816	chr1_61	13059	chr1	15618757	15631816	13059	True	True	True	True	60
chr1	15631816	15646542	chr1_62	14726	chr1	15631816	15646542	14726	True	True	True	True	60
chr1	15646542	15657945	chr1_63	11403	chr1	15646542	15657945	11403	True	True	True	True	60
chr1	15657945	15674187	chr1_64	16242	chr1	15657945	15674187	16242	True	True	True	True	60
chr1	15674187	15684380	chr1_65	10193	chr1	15674187	15684380	10193	True	True	True	True	60
chr1	15684380	15698694	chr1_66	14314	chr1	15684380	15698694	14314	True	True	True	True	60
chr1	15698694	15716251	chr1_67	17557	chr1	15698694	15716251	17557	True	True	True	True	60
chr1	15716251	15759148	chr1_68	42897	chr1	15716251	15759148	42897	True	True	True	True	60
chr1	15759148	15783789	chr1_69	24641	chr1	15759148	15783789	24641	True	True	True	True	60
chr1	15783789	15799513	chr1_70	15724	chr1	15783789	15799513	15724	True	True	True	True	60
chr1	15799513	15812611	chr1_71	13098	chr1	15799513	15812611	13098	True	True	True	True	60
chr1	15812611	15823319	chr1_72	10708	chr1	15812611	15823319	10708	True	True	True	True	60
chr1	15823319	15833789	chr1_73	10470	chr1	15823319	15833789	10470	True	True	True	True	60
chr1	15833789	15845921	chr1_74	12132	chr1	15833789	15845921	12132	True	True	True	True	60
chr1	15845921	15860964	chr1_75	15043	chr1	15845921	15860964	15043	True	True	True	True	60
chr1	15860964	15897257	chr1_76	36293	chr1	15860964	15897257	36293	True	True	True	True	60
chr1	15897257	15915994	chr1_77	18737	chr1	15897257	15915994	18737	True	True	True	True	60
chr1	15915994	15929867	chr1_78	13873	chr1	15915994	15929867	13873	True	True	True	True	60
chr1	15929867	15943216	chr1_79	13349	chr1	15929867	15943216	13349	True	True	True	True	60
chr1	15943216	15953739	chr1_80	10523	chr1	15943216	15953739	10523	True	True	True	True	60
chr1	15953739	15991795	chr1_81	38056	chr1	15953739	15991795	38056	True	True	True	True	60
chr1	15991795	16023996	chr1_82	32201	.	.	.	.	False	False	False	False	60
chr1	16023996	16042870	chr1_83	18874	.	.	.	.	False	False	False	False	54
chr1	16042870	16056492	chr1_84	13622	.	.	.	.	False	False	False	False	60
chr1	16056492	16074778	chr1_85	18286	.	.	.	.	False	False	False	False	60
chr1	16074778	16091334	chr1_86	16556	.	.	.	.	False	False	False	False	60
chr1	16091334	16119281	chr1_87	27947	.	.	.	.	False	False	False	False	60
chr1	16119281	16131112	chr1_88	11831	.	.	.	.	False	False	False	False	60
chr1	16131112	16144579	chr1_89	13467	.	.	.	.	False	False	False	False	60
chr1	16144579	16156553	chr1_90	11974	.	.	.	.	False	False	False	False	51
chr1	16156553	16169833	chr1_91	13280	.	.	.	.	False	False	False	False	60
chr1	16169833	16183572	chr1_92	13739	.	.	.	.	False	False	False	False	35
chr1	16183572	16223804	chr1_93	40232	.	.	.	.	False	False	False	False	60
chr1	16223804	18820432	chr1_94	2596628	chr1	16223804	18820432	2596628	True	True	True	True	60
chr1	18820432	18848066	chr1_95	27634	chr1	18820432	18848066	27634	True	True	True	True	60
chr1	18848066	18864442	chr1_96	16376	chr1	18848066	18864442	16376	True	True	True	True	60
chr1	18864442	18881326	chr1_97	16884	chr1	18864442	18881326	16884	True	True	True	True	60
chr1	18881326	18893659	chr1_98	12333	chr1	18881326	18893659	12333	True	True	True	True	60
chr1	18893659	18908615	chr1_99	14956	chr1	18893659	18908615	14956	True	True	True	True	60
chr1	18908615	18926484	chr1_100	17869	chr1	18908615	18926484	17869	True	True	True	True	60
chr1	18926484	18941423	chr1_101	14939	chr1	18926484	18941423	14939	True	True	True	True	60
chr1	18941423	18954264	chr1_102	12841	chr1	18941423	18954264	12841	True	True	True	True	60
chr1	18954264	18970712	chr1_103	16448	chr1	18954264	18970712	16448	True	True	True	True	60
chr1	18970712	18982807	chr1_104	12095	chr1	18970712	18982807	12095	True	True	True	True	60
chr1	18982807	19016686	chr1_105	33879	chr1	18982807	19016686	33879	True	True	True	True	60
chr1	19016686	19033219	chr1_106	16533	chr1	19016686	19033219	16533	True	True	True	True	60
chr1	19033219	19048003	chr1_107	14784	chr1	19033219	19048003	14784	True	True	True	True	60
chr1	19048003	19069165	chr1_108	21162	chr1	19048003	19069165	21162	True	True	True	True	60
chr1	19069165	19087981	chr1_109	18816	chr1	19069165	19087981	18816	True	True	True	True	60
chr1	19087981	19105124	chr1_110	17143	chr1	19087981	19105124	17143	True	True	True	True	60
chr1	19105124	19119174	chr1_111	14050	chr1	19105124	19119174	14050	True	True	True	True	60
chr1	19119174	19165506	chr1_112	46332	chr1	19119174	19165506	46332	True	True	True	True	60
chr1	19165506	19182556	chr1_113	17050	chr1	19165506	19182556	17050	True	True	True	True	60
chr1	19182556	19202144	chr1_114	19588	chr1	19182556	19202144	19588	True	True	True	True	60
chr1	19202144	19221161	chr1_115	19017	chr1	19202144	19221161	19017	True	True	True	True	60
chr1	19221161	19237818	chr1_116	16657	chr1	19221161	19237818	16657	True	True	True	True	60
chr1	19237818	19251031	chr1_117	13213	chr1	19237818	19251031	13213	True	True	True	True	60
chr1	19251031	19267811	chr1_118	16780	chr1	19251031	19267811	16780	True	True	True	True	60
chr1	19267811	19280974	chr1_119	13163	chr1	19267811	19280974	13163	True	True	True	True	60
chr1	19280974	19292499	chr1_120	11525	chr1	19280974	19292499	11525	True	True	True	True	60
chr1	19292499	19307822	chr1_121	15323	chr1	19292499	19307822	15323	True	True	True	True	60
chr1	19307822	19320772	chr1_122	12950	chr1	19307822	19320772	12950	True	True	True	True	60
chr1	19320772	19352999	chr1_123	32227	chr1	19320772	19352999	32227	True	True	True	True	60
chr1	19352999	19371124	chr1_124	18125	chr1	19352999	19371124	18125	True	True	True	True	60
chr1	19371124	19431160	chr1_125	60036	chr1	19371124	19431160	60036	True	True	True	True	60
chr1	19431160	19444378	chr1_126	13218	chr1	19431160	19444378	13218	True	True	True	True	60
chr1	19444378	19456801	chr1_127	12423	chr1	19444378	19456801	12423	True	True	True	True	60
chr1	19456801	19469104	chr1_128	12303	chr1	19456801	19469104	12303	True	True	True	True	60
chr1	19469104	19482160	chr1_129	13056	chr1	19469104	19482160	13056	True	True	True	True	60
chr1	19482160	19496512	chr1_130	14352	chr1	19482160	19496512	14352	True	True	True	True	60
chr1	19496512	19521981	chr1_131	25469	chr1	19496512	19521981	25469	True	True	True	True	60
chr1	19521981	19534846	chr1_132	12865	chr1	19521981	19534846	12865	True	True	True	True	60
chr1	19534846	20888169	chr1_133	1353323	chr1	19534846	20888169	1353323	True	True	True	True	60
chr1	20888169	20902830	chr1_134	14661	chr1	20888169	20902830	14661	True	True	True	True	60
chr1	20902830	20921078	chr1_135	18248	chr1	20902830	20921078	18248	True	True	True	True	60
chr1	20921078	20938801	chr1_136	17723	chr1	20921078	20938801	17723	True	True	True	True	60
chr1	20938801	20995955	chr1_137	57154	chr1	20938801	20995955	57154	True	True	True	True	60
chr1	20995955	21007649	chr1_138	11694	chr1	20995955	21007649	11694	True	True	True	True	60
chr1	21007649	21034348	chr1_139	26699	chr1	21007649	21034348	26699	True	True	True	True	60
chr1	21034348	21045594	chr1_140	11246	chr1	21034348	21045594	11246	True	True	True	True	60
chr1	21045594	21060866	chr1_141	15272	chr1	21045594	21060866	15272	True	True	True	True	60
chr1	21060866	21077403	chr1_142	16537	chr1	21060866	21077403	16537	True	True	True	True	60
chr1	21077403	21096551	chr1_143	19148	chr1	21077403	21096551	19148	True	True	True	True	60
chr1	21096551	21119413	chr1_144	22862	chr1	21096551	21119413	22862	True	True	True	True	60
chr1	21119413	21132876	chr1_145	13463	chr1	21119413	21132876	13463	True	True	True	True	60
chr1	21132876	21144128	chr1_146	11252	chr1	21132876	21144128	11252	True	True	True	True	60
chr1	21144128	21158027	chr1_147	13899	chr1	21144128	21158027	13899	True	True	True	True	60
chr1	21158027	21178134	chr1_148	20107	chr1	21158027	21178134	20107	True	True	True	True	60
chr1	21178134	21200863	chr1_149	22729	chr1	21178134	21200863	22729	True	True	True	True	60
chr1	21200863	21229996	chr1_150	29133	chr1	21200863	21229996	29133	True	True	True	True	60
chr1	21229996	21259045	chr1_151	29049	chr1	21229996	21259045	29049	True	True	True	True	60
chr1	21259045	21277502	chr1_152	18457	chr1	21259045	21277502	18457	True	True	True	True	60
chr1	21277502	21310758	chr1_153	33256	chr1	21277502	21310758	33256	True	True	True	True	60
chr1	21310758	21324088	chr1_154	13330	chr1	21310758	21324088	13330	True	True	True	True	60
chr1	21324088	21338986	chr1_155	14898	chr1	21324088	21338986	14898	True	True	True	True	60
chr1	21338986	21381773	chr1_156	42787	chr1	21338986	21381773	42787	True	True	True	True	60
chr1	21381773	21392493	chr1_157	10720	chr1	21381773	21392493	10720	True	True	True	True	60
chr1	21392493	21409158	chr1_158	16665	chr1	21392493	21409158	16665	True	True	True	True	60
chr1	21409158	21421909	chr1_159	12751	chr1	21409158	21421909	12751	True	True	True	True	60
chr1	21421909	21439580	chr1_160	17671	chr1	21421909	21439580	17671	True	True	True	True	60
chr1	21439580	21451277	chr1_161	11697	chr1	21439580	21451277	11697	True	True	True	True	60
chr1	21451277	21465429	chr1_162	14152	chr1	21451277	21465429	14152	True	True	True	True	60
chr1	21465429	21503800	chr1_163	38371	chr1	21465429	21503800	38371	True	True	True	True	60
chr1	21503800	21514969	chr1_164	11169	chr1	21503800	21514969	11169	True	True	True	True	60
chr1	21514969	21529545	chr1_165	14576	chr1	21514969	21529545	14576	True	True	True	True	60
chr1	21529545	21549109	chr1_166	19564	chr1	21529545	21549109	19564	True	True	True	True	60
chr1	21549109	21559874	chr1_167	10765	chr1	21549109	21559874	10765	True	True	True	True	60
chr1	21559874	21578635	chr1_168	18761	chr1	21559874	21578635	18761	True	True	True	True	60
chr1	21578635	21595572	chr1_169	16937	chr1	21578635	21595572	16937	True	True	True	True	60
chr1	21595572	21605808	chr1_170	10236	chr1	21595572	21605808	10236	True	True	True	True	60
chr1	21605808	21632765	chr1_171	26957	chr1	21605808	21632765	26957	True	True	True	True	60
chr1	21632765	21651254	chr1_172	18489	chr1	21632765	21651254	18489	True	True	True	True	60
chr1	21651254	21666011	chr1_173	14757	chr1	21651254	21666011	14757	True	True	True	True	60
chr1	21666011	21679560	chr1_174	13549	chr1	21666011	21679560	13549	True	True	True	True	60
chr1	21679560	21691538	chr1_175	11978	chr1	21679560	21691538	11978	True	True	True	True	60
chr1	21691538	21706306	chr1_176	14768	chr1	21691538	21706306	14768	True	True	True	True	60
chr1	21706306	21723355	chr1_177	17049	chr1	21706306	21723355	17049	True	True	True	True	60
chr1	21723355	21734063	chr1_178	10708	chr1	21723355	21734063	10708	True	True	True	True	60
chr1	21734063	21769819	chr1_179	35756	chr1	21734063	21769819	35756	True	True	True	True	60
chr1	21769819	21784716	chr1_180	14897	chr1	21769819	21784716	14897	True	True	True	True	60
chr1	21784716	21797479	chr1_181	12763	chr1	21784716	21797479	12763	True	True	True	True	60
chr1	21797479	21830087	chr1_182	32608	chr1	21797479	21830087	32608	True	True	True	True	60
chr1	21830087	21844878	chr1_183	14791	chr1	21830087	21844878	14791	True	True	True	True	60
chr1	21844878	21862847	chr1_184	17969	chr1	21844878	21862847	17969	True	True	True	True	60
chr1	21862847	21876153	chr1_185	13306	chr1	21862847	21876153	13306	True	True	True	True	60
chr1	21876153	21894366	chr1_186	18213	chr1	21876153	21894366	18213	True	True	True	True	60
chr1	21894366	21906383	chr1_187	12017	chr1	21894366	21906383	12017	True	True	True	True	60
chr1	21906383	21955571	chr1_188	49188	chr1	21906383	21955571	49188	True	True	True	True	60
chr1	21955571	21996733	chr1_189	41162	chr1	21955571	21996733	41162	True	True	True	True	60
chr1	21996733	22020459	chr1_190	23726	chr1	21996733	22020459	23726	True	True	True	True	60
chr1	22020459	22036076	chr1_191	15617	chr1	22020459	22036076	15617	True	True	True	True	60
chr1	22036076	22051728	chr1_192	15652	chr1	22036076	22051728	15652	True	True	True	True	60
chr1	22051728	22063858	chr1_193	12130	chr1	22051728	22063858	12130	True	True	True	True	60
chr1	22063858	22107653	chr1_194	43795	chr1	22063858	22107653	43795	True	True	True	True	60
chr1	22107653	22129399	chr1_195	21746	chr1	22107653	22129399	21746	True	True	True	True	60
chr1	22129399	22146600	chr1_196	17201	chr1	22129399	22146600	17201	True	True	True	True	60
chr1	22146600	22165059	chr1_197	18459	chr1	22146600	22165059	18459	True	True	True	True	60
chr1	22165059	22185798	chr1_198	20739	chr1	22165059	22185798	20739	True	True	True	True	60
chr1	22185798	22410539	chr1_199	224741	chr1	22185798	22410539	224741	True	True	True	True	60
chr1	22410539	22422764	chr1_200	12225	chr1	22410539	22422764	12225	True	True	True	True	60
chr1	22422764	22435130	chr1_201	12366	chr1	22422764	22435130	12366	True	True	True	True	60
chr1	22435130	22446673	chr1_202	11543	chr1	22435130	22446673	11543	True	True	True	True	60
chr1	22446673	22457472	chr1_203	10799	chr1	22446673	22457472	10799	True	True	True	True	60
chr1	22457472	22472441	chr1_204	14969	chr1	22457472	22472441	14969	True	True	True	True	60
chr1	22472441	22486301	chr1_205	13860	chr1	22472441	22486301	13860	True	True	True	True	60
chr1	22486301	22504041	chr1_206	17740	chr1	22486301	22504041	17740	True	True	True	True	60
chr1	22504041	22524606	chr1_207	20565	chr1	22504041	22524606	20565	True	True	True	True	60
chr1	22524606	22537061	chr1_208	12455	chr1	22524606	22537061	12455	True	True	True	True	60
chr1	22537061	22644782	chr1_209	107721	chr1	22537061	22644782	107721	True	True	True	True	60
chr1	22644782	22661032	chr1_210	16250	chr1	22644782	22661032	16250	True	True	True	True	60
chr1	22661032	22679147	chr1_211	18115	chr1	22661032	22679147	18115	True	True	True	True	60
chr1	22679147	22690701	chr1_212	11554	chr1	22679147	22690701	11554	True	True	True	True	60
chr1	22690701	23184319	chr1_213	493618	chr1	22690701	23184319	493618	True	True	True	True	60
chr1	23184319	23203466	chr1_214	19147	chr1	23184319	23203466	19147	True	True	True	True	60
chr1	23203466	23220699	chr1_215	17233	chr1	23203466	23220699	17233	True	True	True	True	60
chr1	23220699	23232673	chr1_216	11974	chr1	23220699	23232673	11974	True	True	True	True	60
chr1	23232673	23249573	chr1_217	16900	chr1	23232673	23249573	16900	True	True	True	True	60
chr1	23249573	23272043	chr1_218	22470	chr1	23249573	23272043	22470	True	True	True	True	60
chr1	23272043	23299044	chr1_219	27001	chr1	23272043	23299044	27001	True	True	True	True	60
chr1	23299044	23309795	chr1_220	10751	chr1	23299044	23309795	10751	True	True	True	True	60
chr1	23309795	23326556	chr1_221	16761	chr1	23309795	23326556	16761	True	True	True	True	60
chr1	23326556	23346744	chr1_222	20188	chr1	23326556	23346744	20188	True	True	True	True	60
chr1	23346744	23360927	chr1_223	14183	chr1	23346744	23360927	14183	True	True	True	True	60
chr1	23360927	23381613	chr1_224	20686	chr1	23360927	23381613	20686	True	True	True	True	60
chr1	23381613	23395955	chr1_225	14342	chr1	23381613	23395955	14342	True	True	True	True	60
chr1	23395955	23408553	chr1_226	12598	chr1	23395955	23408553	12598	True	True	True	True	60
chr1	23408553	23442539	chr1_227	33986	chr1	23408553	23442539	33986	True	True	True	True	60
chr1	23442539	23460030	chr1_228	17491	chr1	23442539	23460030	17491	True	True	True	True	60
chr1	23460030	23473597	chr1_229	13567	chr1	23460030	23473597	13567	True	True	True	True	60
chr1	23473597	23493070	chr1_230	19473	chr1	23473597	23493070	19473	True	True	True	True	60
chr1	23493070	23706311	chr1_231	213241	chr1	23493070	23706311	213241	True	True	True	True	60
chr1	23706311	23736313	chr1_232	30002	chr1	23706311	23736313	30002	True	True	True	True	60
chr1	23736313	23767695	chr1_233	31382	chr1	23736313	23767695	31382	True	True	True	True	60
chr1	23767695	23778446	chr1_234	10751	chr1	23767695	23778446	10751	True	True	True	True	60
chr1	23778446	23795871	chr1_235	17425	chr1	23778446	23795871	17425	True	True	True	True	60
chr1	23795871	23814883	chr1_236	19012	chr1	23795871	23814883	19012	True	True	True	True	60
chr1	23814883	23826458	chr1_237	11575	chr1	23814883	23826458	11575	True	True	True	True	60
chr1	23826458	23838243	chr1_238	11785	chr1	23826458	23838243	11785	True	True	True	True	60
chr1	23838243	23851672	chr1_239	13429	chr1	23838243	23851672	13429	True	True	True	True	60
chr1	23851672	23865079	chr1_240	13407	chr1	23851672	23865079	13407	True	True	True	True	60
chr1	23865079	23876111	chr1_241	11032	chr1	23865079	23876111	11032	True	True	True	True	60
chr1	23876111	23888832	chr1_242	12721	chr1	23876111	23888832	12721	True	True	True	True	60
chr1	23888832	23909345	chr1_243	20513	chr1	23888832	23909345	20513	True	True	True	True	60
chr1	23909345	23921408	chr1_244	12063	chr1	23909345	23921408	12063	True	True	True	True	60
chr1	23921408	23935609	chr1_245	14201	chr1	23921408	23935609	14201	True	True	True	True	60
chr1	23935609	23947546	chr1_246	11937	chr1	23935609	23947546	11937	True	True	True	True	60
chr1	23947546	23958583	chr1_247	11037	chr1	23947546	23958583	11037	True	True	True	True	60
chr1	23958583	23969371	chr1_248	10788	chr1	23958583	23969371	10788	True	True	True	True	60
chr1	23969371	23983922	chr1_249	14551	chr1	23969371	23983922	14551	True	True	True	True	60
chr1	23983922	24001401	chr1_250	17479	chr1	23983922	24001401	17479	True	True	True	True	60
chr1	24001401	24014310	chr1_251	12909	chr1	24001401	24014310	12909	True	True	True	True	60
chr1	24014310	24031536	chr1_252	17226	chr1	24014310	24031536	17226	True	True	True	True	60
chr1	24031536	24047435	chr1_253	15899	chr1	24031536	24047435	15899	True	True	True	True	60
chr1	24047435	24061669	chr1_254	14234	chr1	24047435	24061669	14234	True	True	True	True	60
chr1	24061669	24080376	chr1_255	18707	chr1	24061669	24080376	18707	True	True	True	True	60
chr1	24080376	24105635	chr1_256	25259	chr1	24080376	24105635	25259	True	True	True	True	60
chr1	24105635	24123779	chr1_257	18144	chr1	24105635	24123779	18144	True	True	True	True	60
chr1	24123779	24164189	chr1_258	40410	chr1	24123779	24164189	40410	True	True	True	True	60
chr1	24164189	24192544	chr1_259	28355	chr1	24164189	24192544	28355	True	True	True	True	60
chr1	24192544	24203833	chr1_260	11289	chr1	24192544	24203833	11289	True	True	True	True	60
chr1	24203833	24224103	chr1_261	20270	chr1	24203833	24224103	20270	True	True	True	True	60
chr1	24224103	24244293	chr1_262	20190	chr1	24224103	24244293	20190	True	True	True	True	60
chr1	24244293	24270635	chr1_263	26342	chr1	24244293	24270635	26342	True	True	True	True	60
chr1	24270635	24291936	chr1_264	21301	chr1	24270635	24291936	21301	True	True	True	True	60
chr1	24291936	24306719	chr1_265	14783	chr1	24291936	24306719	14783	True	True	True	True	60
chr1	24306719	26463551	chr1_266	2156832	chr1	24306719	26463551	2156832	True	True	True	True	60
chr1	26463551	26529786	chr1_267	66235	chr1	26463551	26529786	66235	True	True	True	True	60
chr1	26529786	26543427	chr1_268	13641	chr1	26529786	26543427	13641	True	True	True	True	60
chr1	26543427	26555640	chr1_269	12213	chr1	26543427	26555640	12213	True	True	True	True	60
chr1	26555640	26570739	chr1_270	15099	chr1	26555640	26570739	15099	True	True	True	True	60
chr1	26570739	26586184	chr1_271	15445	chr1	26570739	26586184	15445	True	True	True	True	60
chr1	26586184	26610055	chr1_272	23871	chr1	26586184	26610055	23871	True	True	True	True	60
chr1	26610055	26622667	chr1_273	12612	chr1	26610055	26622667	12612	True	True	True	True	60
chr1	26622667	27455383	chr1_274	832716	chr1	26622667	27455383	832716	True	True	True	True	60
chr1	27455383	27472278	chr1_275	16895	chr1	27455383	27472278	16895	True	True	True	True	60
chr1	27472278	27485992	chr1_276	13714	chr1	27472278	27485992	13714	True	True	True	True	60
chr1	27485992	27500614	chr1_277	14622	chr1	27485992	27500614	14622	True	True	True	True	60
chr1	27500614	27525833	chr1_278	25219	chr1	27500614	27525833	25219	True	True	True	True	60
chr1	27525833	27543474	chr1_279	17641	chr1	27525833	27543474	17641	True	True	True	True	60
chr1	27543474	27560974	chr1_280	17500	chr1	27543474	27560974	17500	True	True	True	True	60
chr1	27560974	27574421	chr1_281	13447	chr1	27560974	27574421	13447	True	True	True	True	60
chr1	27574421	27586988	chr1_282	12567	chr1	27574421	27586988	12567	True	True	True	True	60
chr1	27586988	27607432	chr1_283	20444	chr1	27586988	27607432	20444	True	True	True	True	60
chr1	27607432	27628604	chr1_284	21172	chr1	27607432	27628604	21172	True	True	True	True	60
chr1	27628604	27638430	chr1_285	9826	chr1	27628604	27638430	9826	True	True	True	True	60
chr1	27638430	27651223	chr1_286	12793	chr1	27638430	27651223	12793	True	True	True	True	60
chr1	27651223	27665064	chr1_287	13841	chr1	27651223	27665064	13841	True	True	True	True	60
chr1	27665064	27757549	chr1_288	92485	chr1	27665064	27757549	92485	True	True	True	True	60
chr1	27757549	27781061	chr1_289	23512	chr1	27757549	27781061	23512	True	True	True	True	60
chr1	27781061	27793607	chr1_290	12546	chr1	27781061	27793607	12546	True	True	True	True	60
chr1	27793607	27811718	chr1_291	18111	chr1	27793607	27811718	18111	True	True	True	True	60
chr1	27811718	27839604	chr1_292	27886	chr1	27811718	27839604	27886	True	True	True	True	60
chr1	27839604	27858790	chr1_293	19186	chr1	27839604	27858790	19186	True	True	True	True	60
chr1	27858790	27873959	chr1_294	15169	chr1	27858790	27873959	15169	True	True	True	True	60
chr1	27873959	27893300	chr1_295	19341	chr1	27873959	27893300	19341	True	True	True	True	60
chr1	27893300	27911694	chr1_296	18394	chr1	27893300	27911694	18394	True	True	True	True	60
chr1	27911694	27927142	chr1_297	15448	chr1	27911694	27927142	15448	True	True	True	True	60
chr1	27927142	27940160	chr1_298	13018	chr1	27927142	27940160	13018	True	True	True	True	60
chr1	27940160	34820205	chr1_299	6880045	chr1	27940160	34820205	6880045	True	True	True	True	60
chr1	34820205	34830897	chr1_300	10692	chr1	34820205	34830897	10692	True	True	True	True	60
