ref_chrom	ref_start	ref_end	ref_contig	ref_length	mapped_chrom	mapped_start	mapped_end	mapped_length	is_mapped	is_mapped_correctly	is_correct_orientation	is_correct_order	mapping_quality
chr1	137837231	137863535	chr1_27	26304	.	.	.	.	False	False	False	False	.
chr1	137863535	137913034	chr1_28	49499	.	.	.	.	False	False	False	False	.
chr1	137913034	138267508	chr1_29	354474	.	.	.	.	False	False	False	False	.
chr1	138267508	138301231	chr1_30	33723	.	.	.	.	False	False	False	False	.
chr1	138301231	138328081	chr1_31	26850	.	.	.	.	False	False	False	False	.
chr1	138328081	138359048	chr1_32	30967	.	.	.	.	False	False	False	False	.
chr1	138359048	138496608	chr1_33	137560	.	.	.	.	False	False	False	False	.
chr1	138496608	138648233	chr1_34	151625	.	.	.	.	False	False	False	False	.
chr1	138648233	138879331	chr1_35	231098	.	.	.	.	False	False	False	False	.
chr1	138879331	138901754	chr1_36	22423	.	.	.	.	False	False	False	False	.
chr1	138901754	138924823	chr1_37	23069	.	.	.	.	False	False	False	False	.
chr1	138924823	138955746	chr1_38	30923	.	.	.	.	False	False	False	False	.
chr1	138955746	139598034	chr1_39	642288	.	.	.	.	False	False	False	False	.
chr1	139598034	139623127	chr1_40	25093	.	.	.	.	False	False	False	False	.
chr1	139623127	139646000	chr1_41	22873	.	.	.	.	False	False	False	False	.
chr1	139646000	139756284	chr1_42	110284	.	.	.	.	False	False	False	False	.
chr1	139756284	226100895	chr1_43	86344611	.	.	.	.	False	False	False	False	.
chr1	226100895	226739580	chr1_44	638685	.	.	.	.	False	False	False	False	.
chr1	226739580	226748717	chr1_45	9137	.	.	.	.	False	False	False	False	.
chr1	226748717	226780417	chr1_46	31700	.	.	.	.	False	False	False	False	.
chr1	226780417	226800346	chr1_47	19929	.	.	.	.	False	False	False	False	.
chr1	226800346	226836771	chr1_48	36425	.	.	.	.	False	False	False	False	.
chr1	226836771	226862357	chr1_49	25586	.	.	.	.	False	False	False	False	.
chr1	226862357	227090047	chr1_50	227690	.	.	.	.	False	False	False	False	.
chr1	227090047	235398929	chr1_51	8308882	.	.	.	.	False	False	False	False	.
chr1	235398929	235447312	chr1_52	48383	.	.	.	.	False	False	False	False	.
chr1	235447312	235482373	chr1_53	35061	.	.	.	.	False	False	False	False	.
chr1	235482373	235700885	chr1_54	218512	.	.	.	.	False	False	False	False	.
chr1	235700885	248387328	chr1_55	12686443	.	.	.	.	False	False	False	False	.
chr2	0	40153	chr2_0	40153	chr2	0	40153	40153	True	True	True	True	.
chr2	40153	421915	chr2_1	381762	chr2	40153	421915	381762	True	True	True	True	.
chr2	421915	3443044	chr2_2	3021129	chr2	421915	3443044	3021129	True	True	True	True	.
chr2	3443044	3528527	chr2_3	85483	chr2	3443044	3528527	85483	True	True	True	True	.
chr2	3528527	3666087	chr2_4	137560	chr2	3528527	3666087	137560	True	True	True	True	.
chr2	3666087	3691587	chr2_5	25500	chr2	3666087	3691587	25500	True	True	True	True	.
chr2	3691587	3706930	chr2_6	15343	chr2	3691587	3706930	15343	True	True	True	True	.
chr2	3706930	89916528	chr2_7	86209598	chr2	3706930	89916528	86209598	True	True	True	True	.
chr2	89916528	134603014	chr2_8	44686486	chr2	89916528	134603014	44686486	True	True	True	True	.
chr2	134603014	134625437	chr2_9	22423	chr2	134603014	134625437	22423	True	True	True	True	.
chr2	134625437	134643556	chr2_10	18119	chr2	134625437	134643556	18119	True	True	True	True	.
chr2	134643556	134662499	chr2_11	18943	chr2	134643556	134662499	18943	True	True	True	True	.
chr2	134662499	153862168	chr2_12	19199669	chr2	134662499	153862168	19199669	True	True	True	True	.
chr2	153862168	242696752	chr2_13	88834584	chr2	153862168	242696752	88834584	True	True	True	True	.
chr3	0	47064	chr3_0	47064	chr19	262552177	262599241	47064	True	False	False	True	.
chr3	47064	5966078	chr3_1	5919014	chr19	256633163	262552177	5919014	True	False	False	False	.
chr3	5966078	6001605	chr3_2	35527	chr19	256597636	256633163	35527	True	False	False	False	.
chr3	6001605	6038938	chr3_3	37333	chr19	256560303	256597636	37333	True	False	False	False	.
chr3	6038938	6094096	chr3_4	55158	chr19	256505145	256560303	55158	True	False	False	False	.
chr3	6094096	6121282	chr3_5	27186	chr19	256477959	256505145	27186	True	False	False	False	.
chr3	6121282	6138628	chr3_6	17346	chr19	256460613	256477959	17346	True	False	False	False	.
chr3	6138628	6158534	chr3_7	19906	chr19	256440707	256460613	19906	True	False	False	False	.
chr3	6158534	6186146	chr3_8	27612	chr19	256413095	256440707	27612	True	False	False	False	.
chr3	6186146	6208658	chr3_9	22512	chr19	256390583	256413095	22512	True	False	False	False	.
chr3	6208658	6239120	chr3_10	30462	chr19	256360121	256390583	30462	True	False	False	False	.
chr3	6239120	6348250	chr3_11	109130	chr19	256250991	256360121	109130	True	False	False	False	.
chr3	6348250	6378545	chr3_12	30295	chr19	256220696	256250991	30295	True	False	False	False	.
chr3	6378545	6553334	chr3_13	174789	chr19	256045907	256220696	174789	True	False	False	False	.
chr3	6553334	6576400	chr3_14	23066	chr19	256022841	256045907	23066	True	False	False	False	.
chr3	6576400	6597399	chr3_15	20999	chr19	256001842	256022841	20999	True	False	False	False	.
chr3	6597399	6634820	chr3_16	37421	chr19	255964421	256001842	37421	True	False	False	False	.
chr3	6634820	6724362	chr3_17	89542	chr19	255874879	255964421	89542	True	False	False	False	.
chr3	6724362	6746196	chr3_18	21834	chr19	255853045	255874879	21834	True	False	False	False	.
chr3	6746196	6793124	chr3_19	46928	chr19	255806117	255853045	46928	True	False	False	False	.
chr3	6793124	8097328	chr3_20	1304204	chr19	254501913	255806117	1304204	True	False	False	False	.
chr3	8097328	8117257	chr3_21	19929	chr19	254481984	254501913	19929	True	False	False	False	.
chr3	8117257	120075799	chr3_22	111958542	chr19	142523442	254481984	111958542	True	False	False	False	.
chr3	120075799	122683967	chr3_23	2608168	chr19	139915274	142523442	2608168	True	False	False	False	.
chr3	122683967	123107934	chr3_24	423967	chr19	139491307	139915274	423967	True	False	False	False	.
chr3	123107934	123128727	chr3_25	20793	chr19	139470514	139491307	20793	True	False	False	False	.
chr3	123128727	123273133	chr3_26	144406	chr19	139326108	139470514	144406	True	False	False	False	.
chr3	123273133	123304859	chr3_27	31726	chr19	139294382	139326108	31726	True	False	False	False	.
chr3	123304859	123439483	chr3_28	134624	chr19	139159758	139294382	134624	True	False	False	False	.
chr3	123439483	123481944	chr3_29	42461	chr19	139117297	139159758	42461	True	False	False	False	.
chr3	123481944	123545904	chr3_30	63960	chr19	139053337	139117297	63960	True	False	False	False	.
chr3	123545904	123565446	chr3_31	19542	chr19	139033795	139053337	19542	True	False	False	False	.
chr3	123565446	123584796	chr3_32	19350	chr19	139014445	139033795	19350	True	False	False	False	.
chr3	123584796	124889000	chr3_33	1304204	chr19	137710241	139014445	1304204	True	False	False	False	.
chr3	124889000	128130961	chr3_34	3241961	chr19	134468280	137710241	3241961	True	False	False	False	.
chr3	128130961	128168382	chr3_35	37421	chr19	134430859	134468280	37421	True	False	False	False	.
chr3	128168382	128198943	chr3_36	30561	chr19	134400298	134430859	30561	True	False	False	False	.
chr3	128198943	128228439	chr3_37	29496	chr19	134370802	134400298	29496	True	False	False	False	.
chr3	128228439	128255156	chr3_38	26717	chr19	134344085	134370802	26717	True	False	False	False	.
chr3	128255156	128299985	chr3_39	44829	chr19	134299256	134344085	44829	True	False	False	False	.
chr3	128299985	128885672	chr3_40	585687	chr19	133713569	134299256	585687	True	False	False	False	.
chr3	128885672	131493840	chr3_41	2608168	chr19	131105401	133713569	2608168	True	False	False	False	.
chr3	131493840	131509794	chr3_42	15954	chr19	131089447	131105401	15954	True	False	False	False	.
chr3	131509794	131566162	chr3_43	56368	chr19	131033079	131089447	56368	True	False	False	False	.
chr3	131566162	131700224	chr3_44	134062	chr19	130899017	131033079	134062	True	False	False	False	.
chr3	131700224	131729158	chr3_45	28934	chr19	130870083	130899017	28934	True	False	False	False	.
chr3	131729158	188929795	chr3_46	57200637	chr19	73669446	130870083	57200637	True	False	False	False	.
chr3	188929795	188959965	chr3_47	30170	chr19	73639276	73669446	30170	True	False	False	False	.
chr3	188959965	188987953	chr3_48	27988	chr19	73611288	73639276	27988	True	False	False	False	.
chr3	188987953	193535593	chr3_49	4547640	chr19	69063648	73611288	4547640	True	False	False	False	.
chr3	193535593	193559770	chr3_50	24177	chr19	69039471	69063648	24177	True	False	False	False	.
chr3	193559770	193584992	chr3_51	25222	chr19	69014249	69039471	25222	True	False	False	False	.
chr3	193584992	193600984	chr3_52	15992	chr19	68998257	69014249	15992	True	False	False	False	.
chr3	193600984	193663602	chr3_53	62618	chr19	68935639	68998257	62618	True	False	False	False	.
chr3	193663602	193718298	chr3_54	54696	chr19	68880943	68935639	54696	True	False	False	False	.
chr3	193718298	193768126	chr3_55	49828	chr19	68831115	68880943	49828	True	False	False	False	.
chr3	193768126	201105948	chr3_56	7337822	chr19	61552116	68831115	7337822	True	False	False	False	.
chr4	0	32043	chr4_0	32043	.	.	.	.	False	False	False	False	.
chr4	32043	134188	chr4_1	102145	chr15	120030	185963	102145	True	False	True	False	.
chr4	134188	182994	chr4_2	48806	chr15	185963	234769	48806	True	False	True	False	.
chr4	182994	251846	chr4_3	68852	chr15	234769	303621	68852	True	False	True	False	.
chr4	251846	796033	chr4_4	544187	chr15	303621	847808	544187	True	False	True	False	.
chr4	796033	857412	chr4_5	61379	chr15	847808	909187	61379	True	False	True	False	.
chr4	857412	889535	chr4_6	32123	chr15	909187	941310	32123	True	False	True	False	.
chr4	889535	929636	chr4_7	40101	chr15	941310	981411	40101	True	False	True	False	.
chr4	929636	991015	chr4_8	61379	chr15	981411	1042790	61379	True	False	True	False	.
chr4	991015	1113572	chr4_9	122557	chr15	1042790	1165347	122557	True	False	True	False	.
chr4	1113572	1136478	chr4_10	22906	chr15	1165347	1188253	22906	True	False	True	False	.
chr4	1136478	1160208	chr4_11	23730	chr15	1188253	1211983	23730	True	False	True	False	.
chr4	1160208	1204347	chr4_12	44139	chr15	1211983	1256122	44139	True	False	True	False	.
chr4	1204347	1312381	chr4_13	108034	chr15	1256122	1364156	108034	True	False	True	False	.
chr4	1312381	1336319	chr4_14	23938	chr15	1364156	1388094	23938	True	False	True	False	.
chr4	1336319	1385709	chr4_15	49390	chr15	1388094	1437484	49390	True	False	True	False	.
chr4	1385709	1417828	chr4_16	32119	chr15	1437484	1469603	32119	True	False	True	False	.
chr4	1417828	1449958	chr4_17	32130	chr15	1469603	1501733	32130	True	False	True	False	.
chr4	1449958	1472856	chr4_18	22898	chr15	1501733	1524631	22898	True	False	True	False	.
chr4	1472856	1492922	chr4_19	20066	chr15	1524631	1544697	20066	True	False	True	False	.
chr4	1492922	1551127	chr4_20	58205	chr15	1544697	1602902	58205	True	False	True	False	.
chr4	1551127	1864714	chr4_21	313587	chr15	1602902	1916489	313587	True	False	True	False	.
chr4	1864714	112227821	chr4_22	110363107	chr15	1916489	112279596	110363107	True	False	True	False	.
chr4	112227821	112256594	chr4_23	28773	chr15	112279596	112308369	28773	True	False	True	False	.
chr4	112256594	112420130	chr4_24	163536	chr15	112308369	112471905	163536	True	False	True	False	.
chr4	112420130	114847045	chr4_25	2426915	chr15	112471905	114898820	2426915	True	False	True	False	.
chr4	114847045	114866060	chr4_26	19015	chr15	114898820	114917835	19015	True	False	True	False	.
chr4	114866060	114893080	chr4_27	27020	chr15	114917835	114944855	27020	True	False	True	False	.
chr4	114893080	114913873	chr4_28	20793	chr15	114944855	114965648	20793	True	False	True	False	.
chr4	114913873	114936385	chr4_29	22512	chr15	114965648	114988160	22512	True	False	True	False	.
chr4	114936385	114958890	chr4_30	22505	chr15	114988160	115010665	22505	True	False	True	False	.
chr4	114958890	115598741	chr4_31	639851	chr15	115010665	115650516	639851	True	False	True	False	.
chr4	115598741	115645309	chr4_32	46568	chr15	115650516	115697084	46568	True	False	True	False	.
chr4	115645309	156058770	chr4_33	40413461	chr15	115697084	156110545	40413461	True	False	True	False	.
chr4	156058770	156082842	chr4_34	24072	chr15	156110545	156134617	24072	True	False	True	False	.
chr4	156082842	156178455	chr4_35	95613	chr15	156134617	156230230	95613	True	False	True	False	.
chr4	156178455	156476621	chr4_36	298166	chr15	156230230	156528396	298166	True	False	True	False	.
chr4	156476621	156503338	chr4_37	26717	chr15	156528396	156555113	26717	True	False	True	False	.
chr4	156503338	156524340	chr4_38	21002	chr15	156555113	156576115	21002	True	False	True	False	.
chr4	156524340	156579326	chr4_39	54986	chr15	156576115	156631101	54986	True	False	True	False	.
chr4	156579326	156619575	chr4_40	40249	chr15	156631101	156671350	40249	True	False	True	False	.
chr4	156619575	193574945	chr4_41	36955370	chr15	156671350	193626720	36955370	True	False	True	False	.
chr5	0	99487	chr5_0	99487	chr5	0	99487	99487	True	True	True	True	.
chr5	99487	182045439	chr5_1	181945952	chr5	99487	182045439	181945952	True	True	True	True	.
chr6	0	81564422	chr6_0	81564422	.	.	.	.	False	False	False	False	.
chr6	81564422	81589563	chr6_1	25141	.	.	.	.	False	False	False	False	.
chr6	81589563	87508577	chr6_2	5919014	.	.	.	.	False	False	False	False	.
chr6	87508577	87610303	chr6_3	101726	.	.	.	.	False	False	False	False	.
chr6	87610303	172126628	chr6_4	84516325	.	.	.	.	False	False	False	False	.
chr7	0	26572	chr7_0	26572	.	.	.	.	False	False	False	False	.
chr7	26572	2061421	chr7_1	2034849	.	.	.	.	False	False	False	False	.
chr7	2061421	2100429	chr7_2	39008	.	.	.	.	False	False	False	False	.
chr7	2100429	2147981	chr7_3	47552	.	.	.	.	False	False	False	False	.
chr7	2147981	2183704	chr7_4	35723	.	.	.	.	False	False	False	False	.
chr7	2183704	2244413	chr7_5	60709	.	.	.	.	False	False	False	False	.
chr7	2244413	2316331	chr7_6	71918	.	.	.	.	False	False	False	False	.
chr7	2316331	2448743	chr7_7	132412	.	.	.	.	False	False	False	False	.
chr7	2448743	2479718	chr7_8	30975	.	.	.	.	False	False	False	False	.
chr7	2479718	5266915	chr7_9	2787197	.	.	.	.	False	False	False	False	.
chr7	5266915	64220310	chr7_10	58953395	.	.	.	.	False	False	False	False	.
chr7	64220310	64297592	chr7_11	77282	.	.	.	.	False	False	False	False	.
chr7	64297592	64330370	chr7_12	32778	.	.	.	.	False	False	False	False	.
chr7	64330370	64373077	chr7_13	42707	.	.	.	.	False	False	False	False	.
chr7	64373077	64395983	chr7_14	22906	.	.	.	.	False	False	False	False	.
chr7	64395983	64423998	chr7_15	28015	.	.	.	.	False	False	False	False	.
chr7	64423998	64499218	chr7_16	75220	.	.	.	.	False	False	False	False	.
chr7	64499218	65275300	chr7_17	776082	.	.	.	.	False	False	False	False	.
chr7	65275300	65294491	chr7_18	19191	.	.	.	.	False	False	False	False	.
chr7	65294491	65323264	chr7_19	28773	.	.	.	.	False	False	False	False	.
chr7	65323264	65353889	chr7_20	30625	.	.	.	.	False	False	False	False	.
chr7	65353889	83663450	chr7_21	18309561	.	.	.	.	False	False	False	False	.
chr7	83663450	83695789	chr7_22	32339	.	.	.	.	False	False	False	False	.
chr7	83695789	83914301	chr7_23	218512	.	.	.	.	False	False	False	False	.
chr7	83914301	83944633	chr7_24	30332	.	.	.	.	False	False	False	False	.
chr7	83944633	83986977	chr7_25	42344	.	.	.	.	False	False	False	False	.
chr7	83986977	84018421	chr7_26	31444	.	.	.	.	False	False	False	False	.
chr7	84018421	84095703	chr7_27	77282	.	.	.	.	False	False	False	False	.
chr7	84095703	84146059	chr7_28	50356	.	.	.	.	False	False	False	False	.
chr7	84146059	84165074	chr7_29	19015	.	.	.	.	False	False	False	False	.
chr7	84165074	84242159	chr7_30	77085	.	.	.	.	False	False	False	False	.
chr7	84242159	84268397	chr7_31	26238	.	.	.	.	False	False	False	False	.
chr7	84268397	84295215	chr7_32	26818	.	.	.	.	False	False	False	False	.
chr7	84295215	84323561	chr7_33	28346	.	.	.	.	False	False	False	False	.
chr7	84323561	84349657	chr7_34	26096	.	.	.	.	False	False	False	False	.
chr7	84349657	84366840	chr7_35	17183	.	.	.	.	False	False	False	False	.
chr7	84366840	93147977	chr7_36	8781137	.	.	.	.	False	False	False	False	.
chr7	93147977	93753784	chr7_37	605807	.	.	.	.	False	False	False	False	.
chr7	93753784	93840596	chr7_38	86812	.	.	.	.	False	False	False	False	.
chr7	93840596	93863743	chr7_39	23147	.	.	.	.	False	False	False	False	.
chr7	93863743	93878753	chr7_40	15010	.	.	.	.	False	False	False	False	.
chr7	93878753	93955370	chr7_41	76617	.	.	.	.	False	False	False	False	.
chr7	93955370	116794641	chr7_42	22839271	.	.	.	.	False	False	False	False	.
chr7	116794641	116847417	chr7_43	52776	.	.	.	.	False	False	False	False	.
chr7	116847417	116877271	chr7_44	29854	.	.	.	.	False	False	False	False	.
chr7	116877271	116928941	chr7_45	51670	.	.	.	.	False	False	False	False	.
chr7	116928941	116961872	chr7_46	32931	.	.	.	.	False	False	False	False	.
chr7	116961872	117106278	chr7_47	144406	.	.	.	.	False	False	False	False	.
chr7	117106278	119141127	chr7_48	2034849	.	.	.	.	False	False	False	False	.
chr7	119141127	160567428	chr7_49	41426301	.	.	.	.	False	False	False	False	.
chr8	0	710597	chr8_0	710597	.	.	.	.	False	False	False	False	.
chr8	710597	738585	chr8_1	27988	.	.	.	.	False	False	False	False	.
chr8	738585	764990	chr8_2	26405	.	.	.	.	False	False	False	False	.
chr8	764990	788553	chr8_3	23563	.	.	.	.	False	False	False	False	.
chr8	788553	839253	chr8_4	50700	.	.	.	.	False	False	False	False	.
chr8	839253	865831	chr8_5	26578	.	.	.	.	False	False	False	False	.
chr8	865831	928643	chr8_6	62812	.	.	.	.	False	False	False	False	.
chr8	928643	1352610	chr8_7	423967	.	.	.	.	False	False	False	False	.
chr8	1352610	1400180	chr8_8	47570	.	.	.	.	False	False	False	False	.
chr8	1400180	1483417	chr8_9	83237	.	.	.	.	False	False	False	False	.
chr8	1483417	2115262	chr8_10	631845	.	.	.	.	False	False	False	False	.
chr8	2115262	2170248	chr8_11	54986	.	.	.	.	False	False	False	False	.
chr8	2170248	83734670	chr8_12	81564422	.	.	.	.	False	False	False	False	.
chr8	83734670	83770197	chr8_13	35527	.	.	.	.	False	False	False	False	.
chr8	83770197	85125234	chr8_14	1355037	.	.	.	.	False	False	False	False	.
chr8	85125234	86480271	chr8_15	1355037	.	.	.	.	False	False	False	False	.
chr8	86480271	86512314	chr8_16	32043	.	.	.	.	False	False	False	False	.
chr8	86512314	86589399	chr8_17	77085	.	.	.	.	False	False	False	False	.
chr8	86589399	86621518	chr8_18	32119	.	.	.	.	False	False	False	False	.
chr8	86621518	86756142	chr8_19	134624	.	.	.	.	False	False	False	False	.
chr8	86756142	86779872	chr8_20	23730	.	.	.	.	False	False	False	False	.
chr8	86779872	86846973	chr8_21	67101	.	.	.	.	False	False	False	False	.
chr8	86846973	86870053	chr8_22	23080	.	.	.	.	False	False	False	False	.
chr8	86870053	86918436	chr8_23	48383	.	.	.	.	False	False	False	False	.
chr8	86918436	86955995	chr8_24	37559	.	.	.	.	False	False	False	False	.
chr8	86955995	86979725	chr8_25	23730	.	.	.	.	False	False	False	False	.
chr8	86979725	87105772	chr8_26	126047	.	.	.	.	False	False	False	False	.
chr8	87105772	87126596	chr8_27	20824	.	.	.	.	False	False	False	False	.
chr8	87126596	87228741	chr8_28	102145	.	.	.	.	False	False	False	False	.
chr8	87228741	127611174	chr8_29	40382433	.	.	.	.	False	False	False	False	.
chr8	127611174	127632184	chr8_30	21010	.	.	.	.	False	False	False	False	.
chr8	127632184	127651127	chr8_31	18943	.	.	.	.	False	False	False	False	.
chr8	127651127	146259331	chr8_32	18608204	.	.	.	.	False	False	False	False	.
chr9	0	143389	chr9_0	143389	chr9	0	143389	143389	True	True	True	True	.
chr9	143389	194214	chr9_1	50825	.	.	.	.	False	False	False	False	.
chr9	194214	32777849	chr9_2	32583635	chr9	194214	32777849	32583635	True	True	True	True	.
chr9	32777849	32792481	chr9_3	14632	chr9	32777849	32792481	14632	True	True	True	True	.
chr9	32792481	32811428	chr9_4	18947	chr9	32792481	32811428	18947	True	True	True	True	.
chr9	32811428	32841819	chr9_5	30391	chr9	32811428	32841819	30391	True	True	True	True	.
chr9	32841819	32886587	chr9_6	44768	chr9	32841819	32886587	44768	True	True	True	True	.
chr9	32886587	32905534	chr9_7	18947	chr9	32886587	32905534	18947	True	True	True	True	.
chr9	32905534	32914671	chr9_8	9137	.	.	.	.	False	False	False	False	.
chr9	32914671	32930014	chr9_9	15343	chr9	32914671	32930014	15343	True	True	True	True	.
chr9	32930014	33083150	chr9_10	153136	chr9	32930014	33083150	153136	True	True	True	True	.
chr9	33083150	34034046	chr9_11	950896	chr9	33083150	34034046	950896	True	True	True	True	.
chr9	34034046	34065429	chr9_12	31383	chr9	34034046	34065429	31383	True	True	True	True	.
chr9	34065429	34096352	chr9_13	30923	chr9	34065429	34096352	30923	True	True	True	True	.
chr9	34096352	34116833	chr9_14	20481	chr9	34096352	34116833	20481	True	True	True	True	.
chr9	34116833	34193450	chr9_15	76617	chr9	34116833	34193450	76617	True	True	True	True	.
chr9	34193450	34215352	chr9_16	21902	chr9	34193450	34215352	21902	True	True	True	True	.
chr9	34215352	34246796	chr9_17	31444	chr9	34215352	34246796	31444	True	True	True	True	.
chr9	34246796	34318825	chr9_18	72029	chr9	34246796	34318825	72029	True	True	True	True	.
chr9	34318825	34392591	chr9_19	73766	chr9	34318825	34392591	73766	True	True	True	True	.
chr9	34392591	34456551	chr9_20	63960	chr9	34392591	34456551	63960	True	True	True	True	.
chr9	34456551	53581165	chr9_21	19124614	chr9	34456551	53581165	19124614	True	True	True	True	.
chr9	53581165	54193222	chr9_22	612057	chr9	53581165	54193222	612057	True	True	True	True	.
chr9	54193222	54217053	chr9_23	23831	chr9	54193222	54217053	23831	True	True	True	True	.
chr9	54217053	54772398	chr9_24	555345	chr9	54217053	54772398	555345	True	True	True	True	.
chr9	54772398	56355135	chr9_25	1582737	chr9	54772398	56355135	1582737	True	True	True	True	.
chr9	56355135	56386976	chr9_26	31841	chr9	56355135	56386976	31841	True	True	True	True	.
chr9	56386976	56406905	chr9_27	19929	chr9	56386976	56406905	19929	True	True	True	True	.
chr9	56406905	60055994	chr9_28	3649089	chr9	56406905	60055994	3649089	True	True	True	True	.
chr9	60055994	60703031	chr9_29	647037	chr9	60055994	60703031	647037	True	True	True	True	.
chr9	60703031	60786433	chr9_30	83402	chr9	60703031	60786433	83402	True	True	True	True	.
chr9	60786433	146996031	chr9_31	86209598	chr9	60786433	146996031	86209598	True	True	True	True	.
chr9	146996031	147031463	chr9_32	35432	chr9	146996031	147031463	35432	True	True	True	True	.
chr9	147031463	147063586	chr9_33	32123	chr9	147031463	147063586	32123	True	True	True	True	.
chr9	147063586	147085206	chr9_34	21620	chr9	147063586	147085206	21620	True	True	True	True	.
chr9	147085206	147106981	chr9_35	21775	chr9	147085206	147106981	21775	True	True	True	True	.
chr9	147106981	147167690	chr9_36	60709	chr9	147106981	147167690	60709	True	True	True	True	.
chr9	147167690	147192379	chr9_37	24689	chr9	147167690	147192379	24689	True	True	True	True	.
chr9	147192379	147244049	chr9_38	51670	chr9	147192379	147244049	51670	True	True	True	True	.
chr9	147244049	148839269	chr9_39	1595220	chr9	147244049	148839269	1595220	True	True	True	True	.
chr9	148839269	150617247	chr9_40	1777978	chr9	148839269	150617247	1777978	True	True	True	True	.
chr10	0	17641	chr10_0	17641	.	.	.	.	False	False	False	False	.
chr10	17641	132750	chr10_1	115109	.	.	.	.	False	False	False	False	.
chr10	132750	170494	chr10_2	37744	.	.	.	.	False	False	False	False	.
chr10	170494	347481	chr10_3	176987	.	.	.	.	False	False	False	False	.
chr10	347481	377303	chr10_4	29822	.	.	.	.	False	False	False	False	.
chr10	377303	394993	chr10_5	17690	.	.	.	.	False	False	False	False	.
chr10	394993	1232542	chr10_6	837549	.	.	.	.	False	False	False	False	.
chr10	1232542	1271550	chr10_7	39008	.	.	.	.	False	False	False	False	.
chr10	1271550	1331172	chr10_8	59622	.	.	.	.	False	False	False	False	.
chr10	1331172	1354787	chr10_9	23615	.	.	.	.	False	False	False	False	.
chr10	1354787	1397036	chr10_10	42249	.	.	.	.	False	False	False	False	.
chr10	1397036	1468983	chr10_11	71947	.	.	.	.	False	False	False	False	.
chr10	1468983	21239986	chr10_12	19771003	.	.	.	.	False	False	False	False	.
chr10	21239986	21768750	chr10_13	528764	.	.	.	.	False	False	False	False	.
chr10	21768750	21783125	chr10_14	14375	.	.	.	.	False	False	False	False	.
chr10	21783125	21811799	chr10_15	28674	.	.	.	.	False	False	False	False	.
chr10	21811799	21833404	chr10_16	21605	.	.	.	.	False	False	False	False	.
chr10	21833404	21883715	chr10_17	50311	.	.	.	.	False	False	False	False	.
chr10	21883715	21980558	chr10_18	96843	.	.	.	.	False	False	False	False	.
chr10	21980558	22007055	chr10_19	26497	.	.	.	.	False	False	False	False	.
chr10	22007055	22140986	chr10_20	133931	.	.	.	.	False	False	False	False	.
chr10	22140986	46949830	chr10_21	24808844	.	.	.	.	False	False	False	False	.
chr10	46949830	46973768	chr10_22	23938	.	.	.	.	False	False	False	False	.
chr10	46973768	46996641	chr10_23	22873	.	.	.	.	False	False	False	False	.
chr10	46996641	47020042	chr10_24	23401	.	.	.	.	False	False	False	False	.
chr10	47020042	50041171	chr10_25	3021129	.	.	.	.	False	False	False	False	.
chr10	50041171	50194307	chr10_26	153136	.	.	.	.	False	False	False	False	.
