Sample	Method	Chrom    edit_dist  norm_edit_dist  pct_pairs_recovered  pct_pairs_correct  switch_err_count  switch_err_rate  ref_len     patched_len  pct_coverage  raw_bag_dist  norm_bag_dist  scaled_bag_dist  norm_scaled_bag_dist	pct_assembly_localized
NA12878	RagTag	chr8_scf00000006   17         0.023876        0.970464             0.992806           1                 0.001439         146259331   188577248    1.289335      42317917      0.224406       0                0.000000	-1
NA12878	RagTag	chr5_scf00000007   917        0.849861        0.147495             0.987578           0                 0.000000         182045439   48453400     0.266161      133592039     0.733839       0                0.000000	-1
NA12878	RagTag	chr5_scf00000008   1078       0.999073        0.000000             0.000000           437               0.500000         182045439   133235051    0.731878      48810388      0.268122       0                0.000000	-1
NA12878	RagTag	chr5_scf00000009   1074       0.995366        0.001855             0.500000           0                 0.000000         182045439   118854       0.000653      181926585     0.999347       0                0.000000	-1
NA12878	RagTag	chr6_scf00000010   2          0.003086        0.993818             0.996899           0                 0.000000         172126628   172126628    1.000000      0             0.000000       0                0.000000	-1
NA12878	RagTag	chr8_scf00000011   702        0.985955        0.012658             1.000000           0                 0.000000         146259331   198589       0.001358      146060742     0.998642       0                0.000000	-1
NA12878	RagTag	chrX_scf00000012   499        0.990079        0.003976             0.333333           1                 0.166667         154259566   100205       0.000650      154159361     0.999350       0                0.000000	-1
NA12878	RagTag	chrX_scf00000013   503        0.998016        0.000000             0.000000           115               0.500000         154259566   48954044     0.317349      105305522     0.682651       0                0.000000	-1
NA12878	RagTag	chrX_scf00000014   297        0.589286        0.407555             0.995146           0                 0.000000         154259566   106452133    0.690084      47807433      0.309916       0                0.000000	-1
NA12878	RagTag	All            6472       0.649278        0.346026             0.728580           624               0.132008         2170135457  1160736650   0.534868      1159616933    0.516477       0                0.000000	0.3716
HG002	GPatch	chr1     3          0.053571        0.909091             0.961538           0                 0.000000         248387328   248387328    1.000000      0             0.000000       0                0.000000	-1
HG002	GPatch	chr2     0          0.000000        1.000000             1.000000           0                 0.000000         242696752   242696752    1.000000      0             0.000000       0                0.000000	-1
HG002	GPatch	chr3     0          0.000000        1.000000             1.000000           0                 0.000000         201105948   201105948    1.000000      0             0.000000       0                0.000000	-1
HG002	GPatch	chr4     0          0.000000        1.000000             1.000000           0                 0.000000         193574945   193574945    1.000000      0             0.000000       0                0.000000	-1
HG002	GPatch	chr5     0          0.000000        1.000000             1.000000           0                 0.000000         182045439   182045439    1.000000      0             0.000000       0                0.000000	-1
HG002	GPatch	chr6     0          0.000000        1.000000             1.000000           0                 0.000000         172126628   172126628    1.000000      0             0.000000       0                0.000000	-1
HG002	GPatch	chr7     0          0.000000        1.000000             1.000000           0                 0.000000         160567428   160567428    1.000000      0             0.000000       0                0.000000	-1
HG002	GPatch	chr8     1          0.030303        0.937500             0.967742           0                 0.000000         146259331   146259331    1.000000      0             0.000000       0                0.000000	-1
HG002	GPatch	chr9     3          0.073171        0.875000             0.945946           0                 0.000000         150617247   150617247    1.000000      0             0.000000       0                0.000000	-1
HG002	GPatch	chr10    0          0.000000        1.000000             1.000000           0                 0.000000         134758134   134758134    1.000000      0             0.000000       0                0.000000	-1
HG002	GPatch	chr11    0          0.000000        1.000000             1.000000           0                 0.000000         135127769   135127769    1.000000      0             0.000000       0                0.000000	-1
HG002	GPatch	chr12    0          0.000000        1.000000             1.000000           0                 0.000000         133324548   133324548    1.000000      0             0.000000       0                0.000000	-1
HG002	GPatch	chr13    0          0.000000        1.000000             1.000000           0                 0.000000         113566686   113566686    1.000000      0             0.000000       0                0.000000	-1
HG002	GPatch	chr14    0          0.000000        1.000000             1.000000           0                 0.000000         101161492   101161492    1.000000      0             0.000000       0                0.000000	-1
HG002	GPatch	chr15    1          0.030303        0.937500             0.967742           0                 0.000000         99753195    99753195     1.000000      0             0.000000       0                0.000000	-1
HG002	GPatch	chr16    0          0.000000        1.000000             1.000000           0                 0.000000         96330374    96330374     1.000000      0             0.000000       0                0.000000	-1
HG002	GPatch	chr17    0          0.000000        1.000000             1.000000           0                 0.000000         84276897    84276897     1.000000      0             0.000000       0                0.000000	-1
HG002	GPatch	chr18    0          0.000000        1.000000             1.000000           0                 0.000000         80542538    80542538     1.000000      0             0.000000       0                0.000000	-1
HG002	GPatch	chr19    0          0.000000        1.000000             1.000000           0                 0.000000         61707364    61707364     1.000000      0             0.000000       0                0.000000	-1
HG002	GPatch	chr20    2          0.074074        0.884615             0.958333           0                 0.000000         66210255    66210255     1.000000      0             0.000000       0                0.000000	-1
HG002	GPatch	chr21    0          0.000000        1.000000             1.000000           0                 0.000000         45090682    45090682     1.000000      0             0.000000       0                0.000000	-1
HG002	GPatch	chr22    0          0.000000        1.000000             1.000000           0                 0.000000         51324926    51324926     1.000000      0             0.000000       0                0.000000	-1
HG002	GPatch	chrX     0          0.000000        1.000000             1.000000           0                 0.000000         154259566   154259566    1.000000      0             0.000000       0                0.000000	-1
HG002	GPatch	chrY     0          0.000000        1.000000             1.000000           0                 0.000000         62460029    62460029     1.000000      0             0.000000       0                0.000000	-1
HG002	GPatch	chrM     0          0.000000        0.000000             0.000000           0                 0.000000         16569       16569        1.000000      0             0.000000       0                0.000000	-1
HG002	GPatch	All  10         0.013736        0.975818             0.989899           0                 0.000000         3117292070  3117292070   1.000000      0             0.000000       0                0.000000	0.9996
HG002	RagTag	chr12_scf00000000  1          0.023810        0.975610             1.000000           0                 0.000000         133324548   133297401    0.999796      27147         0.000204       0                0.000000	-1
HG002	RagTag	chr14_scf00000001  37         5.285714        0.000000             0.000000           0                 0.000000         101161492   69923692     0.691209      31237800      0.308791       0                0.000000	-1
HG002	RagTag	chr15_scf00000002  41         1.242424        0.000000             0.000000           0                 0.000000         99753195    193626720    1.941058      93873525      0.484817       0                0.000000	-1
HG002	RagTag	chr16_scf00000003  0          0.000000        1.000000             1.000000           0                 0.000000         96330374    96330374     1.000000      0             0.000000       0                0.000000	-1
HG002	RagTag	chr19_scf00000004  69         4.058824        0.000000             0.000000           34                0.500000         61707364    262599241    4.255558      200891877     0.765013       0                0.000000	-1
HG002	RagTag	chr20_scf00000005  26         0.962963        0.000000             0.000000           10                0.500000         66210255    66116662     0.998586      438746        0.006627       345153           0.005213	-1
HG002	RagTag	chr22_scf00000006  14         0.933333        0.000000             0.000000           6                 0.545455         51324926    51257426     0.998685      182234        0.003551       114734           0.002235	-1
HG002	RagTag	chr2_scf00000007   0          0.000000        1.000000             1.000000           0                 0.000000         242696752   242696752    1.000000      0             0.000000       0                0.000000	-1
HG002	RagTag	chr5_scf00000008   0          0.000000        1.000000             1.000000           0                 0.000000         182045439   182045439    1.000000      0             0.000000       0                0.000000	-1
HG002	RagTag	chr9_scf00000009   2          0.048780        0.900000             0.947368           0                 0.000000         150617247   150617247    1.000000      0             0.000000       0                0.000000	-1
HG002	RagTag	chrX_scf00000010   0          0.000000        1.000000             1.000000           0                 0.000000         154259566   154259566    1.000000      0             0.000000       0                0.000000	-1
HG002	RagTag	chrY_scf00000011   2          0.166667        0.727273             0.888889           0                 0.000000         62460029    62460029     1.000000      0             0.000000       0                0.000000	-1
HG002	RagTag	All            192        0.719101        0.600000             0.459459           50                0.151652         1401891187  1665230549   1.187846      326651329     0.192526       459887           0.000271	0.5341
